st,stateabbrv,statename,id,year,le_agg_q1_F,le_agg_q2_F,le_agg_q3_F,le_agg_q4_F,le_agg_q1_M,le_agg_q2_M,le_agg_q3_M,le_agg_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
1,AL,Alabama,1,2001,80.97743,83.79784,85.22591,86.63757,73.85774,79.58082,83.17659,84.54559,194089,158475,147619,120205,165515,160929,143569,113529
1,AL,Alabama,1,2002,81.55089,85.19556,86.9556,85.93871,73.57462,77.9884,83.27456,84.38531,204031,162615,148026,116868,172638,163867,145058,110186
1,AL,Alabama,1,2003,80.6691,84.45503,84.41888,87.63429,75.40674,79.65546,83.42928,83.6078,207635,163953,149117,119178,174545,164215,145901,112692
1,AL,Alabama,1,2004,82.7871,83.22166,85.77566,87.28502,73.67553,79.67188,82.53316,86.85215,209570,166413,149730,122762,175617,165009,147526,115676
1,AL,Alabama,1,2005,81.995,84.92139,86.13605,87.65756,74.46228,79.65469,82.11211,85.02277,209463,167581,151420,126151,174581,166114,148807,119517
1,AL,Alabama,1,2006,83.28588,85.27169,85.88442,86.51218,74.94566,80.80642,82.04633,84.20623,212145,169968,152990,127068,176862,167986,150107,120803
1,AL,Alabama,1,2007,83.27286,85.84858,87.09906,85.72547,74.35318,80.7681,83.93549,84.68047,214855,171469,154516,129359,178491,168898,152387,123052
1,AL,Alabama,1,2008,82.83587,85.33945,85.894,88.87307,74.64288,81.05785,84.00677,84.94523,216883,173564,156158,131361,179441,170122,154409,125231
1,AL,Alabama,1,2009,81.35422,84.87272,87.53564,87.77538,73.70947,79.8577,83.80059,84.34903,223153,177569,160521,134806,185501,173401,158312,128004
1,AL,Alabama,1,2010,83.31232,85.19936,87.2737,88.3681,74.05884,80.74503,82.5268,84.51853,217680,176894,160147,135772,181890,171624,158121,129129
1,AL,Alabama,1,2011,83.03326,86.13215,87.80878,86.60144,75.23126,79.52924,83.21108,85.06775,214768,176507,159259,135632,179891,169612,157148,128565
1,AL,Alabama,1,2012,82.63778,84.94592,88.08359,88.06422,74.7432,80.15469,83.81625,85.92519,212421,176200,159113,136347,177669,168978,158118,129370
1,AL,Alabama,1,2013,82.26195,85.24842,88.15127,87.0226,74.63306,79.2441,82.10179,86.20051,211866,177250,158010,132893,182139,170724,156551,125406
1,AL,Alabama,1,2014,82.55949,85.62687,87.12855,88.12717,75.29585,81.1952,83.02232,87.4075,202399,173981,151057,128062,173448,165816,151580,119775
2,AK,Alaska,2,2001,86.04274,82.33748,84.41045,86.75902,78.72337,82.59918,80.18698,86.09869,16152,20806,24924,31214,19190,21777,27596,31992
2,AK,Alaska,2,2002,86.74393,80.76041,89.32249,88.56802,78.82304,78.46381,84.21545,85.55241,17259,21753,25749,31301,20386,22232,28764,31934
2,AK,Alaska,2,2003,84.31139,85.66699,85.27372,82.00671,77.16081,83.36965,81.17433,79.65434,17788,22683,26478,31702,20595,23239,29369,32324
2,AK,Alaska,2,2004,83.9938,88.17509,86.50045,91.23225,77.35509,81.83656,84.44209,86.92503,18455,23316,27202,31964,21286,23979,30251,32431
2,AK,Alaska,2,2005,84.21471,85.77379,83.86731,87.49517,76.62862,80.65938,86.70511,85.35341,18692,23516,27773,31844,21314,24375,30660,32105
2,AK,Alaska,2,2006,85.2233,89.26978,86.74304,89.73344,77.4203,80.49155,82.83405,89.73946,19048,24100,28141,31617,21820,24645,31001,31911
2,AK,Alaska,2,2007,85.30624,87.44475,87.9066,89.79039,77.94804,85.218,86.96073,85.34863,18954,24262,28392,31395,21787,24806,31211,31634
2,AK,Alaska,2,2008,84.32677,88.90155,88.51659,88.78748,78.38282,84.07604,86.51926,85.80824,18804,24285,28767,31979,21684,24710,31454,32168
2,AK,Alaska,2,2009,84.12466,87.66991,87.69363,90.06284,77.7425,83.33327,82.68409,85.89024,19172,24246,29357,33647,22054,24622,32250,33830
2,AK,Alaska,2,2010,87.26012,86.41103,85.19061,88.46195,79.01091,81.6778,84.94601,88.17743,17073,23482,29179,36562,20184,23593,31895,36868
2,AK,Alaska,2,2011,81.12344,83.28828,88.4509,91.87862,75.36761,78.23021,84.4163,89.56757,18387,23348,28703,35937,21569,23403,31245,36091
2,AK,Alaska,2,2012,80.41601,83.98333,83.24308,90.90743,76.20384,80.66872,84.16167,85.61292,17621,24420,28815,36612,20993,24609,31252,36515
2,AK,Alaska,2,2013,83.26976,87.84058,87.60659,89.93014,75.55512,81.48282,80.39754,87.97974,19098,24208,28756,35555,23933,24401,30898,35276
2,AK,Alaska,2,2014,84.13255,84.52969,88.87199,90.18625,78.04205,79.92364,85.38614,89.37223,19161,22601,27130,32608,23307,23066,29472,32797
4,AZ,Arizona,4,2001,83.03323,84.08954,84.67398,85.6129,77.83455,79.67635,83.8205,86.45947,170293,173765,160263,158114,173229,161495,152301,152694
4,AZ,Arizona,4,2002,83.23727,84.46043,85.31136,86.78596,78.5664,80.71193,82.45129,83.38196,178174,182024,167107,164199,179688,168356,159677,158767
4,AZ,Arizona,4,2003,81.85979,85.43214,88.44756,88.55107,78.72897,81.69713,82.21796,82.73546,184789,189226,172532,169568,185488,175132,164674,164077
4,AZ,Arizona,4,2004,83.17596,86.04777,85.58951,85.83816,78.3758,80.1572,83.82888,86.07563,191396,194717,178029,172250,191960,180005,169006,165756
4,AZ,Arizona,4,2005,83.86401,84.67668,85.55991,86.81445,77.68285,80.46156,83.79383,84.52992,193715,200461,182938,177032,194188,185035,173286,170327
4,AZ,Arizona,4,2006,83.31753,84.22044,85.31751,85.5144,77.98029,82.283,84.17806,85.0165,197640,205756,188261,184600,199804,190741,179769,177369
4,AZ,Arizona,4,2007,84.81191,85.82803,86.85808,87.38773,78.82037,81.4586,82.47372,86.40998,199695,209291,192928,196063,202059,195522,183994,188921
4,AZ,Arizona,4,2008,81.60605,85.5099,86.54518,88.833,77.484,82.34467,85.28694,86.97785,203411,214621,197139,197320,205239,202258,188434,190123
4,AZ,Arizona,4,2009,83.75333,86.92747,86.80412,90.13693,76.75317,83.10162,84.36718,86.29938,208646,220742,201896,198068,210961,206639,192461,189985
4,AZ,Arizona,4,2010,84.31154,85.2551,85.8251,88.25787,78.09514,79.95207,85.39801,87.51238,212315,222457,201361,192617,214722,206440,191389,184578
4,AZ,Arizona,4,2011,83.9044,84.52469,87.48251,89.05317,79.38523,81.39845,84.54066,87.75935,218141,222689,200716,188865,219945,202785,190087,179812
4,AZ,Arizona,4,2012,83.21542,86.40548,88.76048,89.66591,77.55703,81.38384,85.26034,86.08684,222065,225013,200659,185474,222771,204553,190207,176686
4,AZ,Arizona,4,2013,83.041,85.72825,88.25518,88.00387,77.78073,81.71697,85.15171,86.49575,223397,226048,200695,185293,226878,206381,190621,176636
4,AZ,Arizona,4,2014,84.20135,87.48844,88.78987,89.09806,78.82534,82.24621,84.00873,87.0332,215350,219546,194402,175419,218346,201693,185134,168005
5,AR,Arkansas,5,2001,81.65249,84.5423,85.85255,85.33347,73.29137,78.10426,80.81812,81.62847,118430,103045,84412,55367,110333,102853,78934,51259
5,AR,Arkansas,5,2002,81.37717,83.59075,84.10085,85.51925,74.17784,79.71375,81.68225,78.85002,124473,105219,85258,54252,114485,104571,80077,50427
5,AR,Arkansas,5,2003,80.17569,84.86973,85.45815,88.77327,74.65127,79.53818,77.60103,84.01675,125977,106805,86487,55242,115665,105935,81655,51088
5,AR,Arkansas,5,2004,80.74773,84.63053,87.08614,86.8978,75.98199,79.69436,78.79287,86.11539,127250,107978,86867,56840,115838,106707,82431,52861
5,AR,Arkansas,5,2005,80.7021,85.38036,85.36182,87.11031,75.00206,82.21465,82.95227,83.27516,126559,108544,88653,59166,114877,107094,84025,55280
5,AR,Arkansas,5,2006,81.56454,84.71133,85.67764,86.86895,75.59363,79.20148,82.01968,85.276,127356,110267,89046,60287,116585,108005,84149,56561
5,AR,Arkansas,5,2007,81.78754,84.79803,86.4329,86.92174,76.421,81.55243,84.91189,82.98019,128550,110498,90708,61422,116882,108078,85459,57889
5,AR,Arkansas,5,2008,82.55587,85.94931,87.30653,88.36848,74.89186,79.78972,82.82545,86.45974,130022,111223,91135,61938,117903,108696,86146,58156
5,AR,Arkansas,5,2009,81.1928,85.90582,88.45631,89.10098,74.84599,80.20912,82.89352,85.15551,134496,113516,93702,63146,122612,110903,88298,59352
5,AR,Arkansas,5,2010,82.21692,87.11143,87.53387,87.73241,76.44218,80.50471,83.89375,85.30454,130057,112310,93118,64468,117618,110205,88366,60575
5,AR,Arkansas,5,2011,80.60307,85.04214,87.51881,89.65495,74.77213,80.29961,83.90595,82.20752,126296,111502,94005,66085,113373,109144,89572,62054
5,AR,Arkansas,5,2012,81.04388,86.16145,89.73264,87.05926,74.75398,78.47505,80.898,84.91473,123967,110940,95244,66924,110531,109077,90796,62869
5,AR,Arkansas,5,2013,81.74232,84.79878,85.38384,89.60237,74.66228,80.53596,83.09795,84.8853,122707,110299,94847,66285,112836,108863,90351,61972
5,AR,Arkansas,5,2014,81.50559,85.4814,86.63862,88.41415,76.11041,78.76092,83.97028,86.81973,117872,107673,91168,63856,109995,105348,85815,59164
6,CA,California,6,2001,83.77743,83.10091,84.72761,86.53455,79.30299,79.14017,82.298,84.87207,1149141,1034167,1014368,1278478,1205355,989360,970930,1277122
6,CA,California,6,2002,84.09595,84.02958,84.83488,87.4328,79.35328,80.47101,82.05141,84.64673,1179484,1067509,1040619,1323771,1229930,1023445,999728,1327716
6,CA,California,6,2003,84.4146,83.76761,85.15643,86.25465,79.65933,80.33867,83.42964,84.73174,1217398,1093598,1073834,1375646,1253870,1053598,1031470,1375418
6,CA,California,6,2004,84.67697,84.13916,84.67974,87.35704,80.23217,80.40383,83.34631,85.13439,1239651,1122054,1099299,1396476,1269950,1087931,1055956,1389039
6,CA,California,6,2005,84.85809,84.19863,86.48959,87.31835,79.80476,81.69235,83.42722,85.45992,1242263,1138045,1114565,1397727,1267326,1107762,1069927,1386328
6,CA,California,6,2006,84.68977,84.95352,85.41071,87.52162,79.90595,80.82734,83.95037,85.87716,1255828,1150836,1125212,1417231,1277086,1122746,1084104,1405359
6,CA,California,6,2007,85.04588,85.41045,86.70567,87.77383,80.45425,81.69818,83.13421,86.29397,1255572,1165072,1130071,1435251,1275532,1137077,1087489,1423860
6,CA,California,6,2008,85.02105,85.1649,86.59055,88.3641,79.74216,81.16735,84.26179,86.46278,1263213,1179485,1145359,1459815,1283662,1148958,1099613,1446018
6,CA,California,6,2009,85.14138,85.58472,87.39707,88.36678,79.61013,81.83039,83.86951,86.9026,1285247,1202709,1167850,1496921,1300421,1170896,1117272,1478519
6,CA,California,6,2010,85.21008,85.89417,87.21159,88.76034,80.33243,82.26626,83.60909,86.4642,1296334,1206421,1174404,1489270,1306815,1171018,1117042,1465815
6,CA,California,6,2011,85.51892,86.32013,87.34166,88.49382,80.15804,83.03156,83.93961,86.74232,1314462,1206957,1171636,1467478,1317200,1172225,1112288,1434968
6,CA,California,6,2012,85.80801,85.06728,87.4772,89.5772,79.90305,82.07922,84.27103,86.09688,1315462,1222994,1182376,1455733,1318657,1183594,1116747,1424070
6,CA,California,6,2013,85.51457,85.37897,87.6199,89.10378,80.75964,83.11233,84.48171,87.43587,1314348,1217876,1187686,1452821,1317454,1176096,1117670,1420607
6,CA,California,6,2014,86.05307,87.17321,87.85262,89.42966,81.28587,82.94487,85.08157,87.45434,1256961,1166745,1150353,1361598,1251996,1124411,1071231,1350965
8,CO,Colorado,8,2001,82.29165,86.12094,87.01991,87.24019,79.22215,84.17787,82.64288,86.64941,125322,156475,168347,194982,130324,151872,166023,192680
8,CO,Colorado,8,2002,81.65817,86.91331,86.05351,87.81651,78.459,82.44899,83.77457,87.31005,128188,160377,173264,204712,132528,155047,171833,201989
8,CO,Colorado,8,2003,81.68307,84.84876,86.91868,88.50041,78.51604,81.59552,86.0434,85.8891,130688,164014,177764,208519,134361,158368,175911,205451
8,CO,Colorado,8,2004,83.8853,88.05158,85.07734,89.74213,78.35976,81.85912,84.8464,86.56413,135682,167533,181779,206310,139580,161691,178770,202138
8,CO,Colorado,8,2005,82.65054,85.8688,87.28941,88.49535,79.21981,83.79964,83.27863,87.73775,138808,170492,184209,206201,143521,164091,179298,201548
8,CO,Colorado,8,2006,83.50658,86.29604,87.05312,89.44384,79.60593,82.99887,84.95325,88.39134,141121,171911,186112,210244,145554,165929,181038,205124
8,CO,Colorado,8,2007,85.18053,85.81325,87.56813,89.30721,78.00508,83.58281,85.48402,88.47086,142618,173677,190117,216279,147206,167639,185589,210460
8,CO,Colorado,8,2008,84.61639,85.2592,89.33474,89.95877,78.70596,82.54529,85.35069,88.29911,143755,175616,193398,222013,148539,169512,188414,215778
8,CO,Colorado,8,2009,82.0051,86.55853,88.23628,89.90936,78.20676,81.93822,86.00139,87.50117,143685,177537,200498,231892,148731,172412,195424,224581
8,CO,Colorado,8,2010,82.7098,85.36388,86.53119,89.72347,78.628,83.37885,84.89458,87.16405,145783,179732,201643,230811,150108,174257,196707,223529
8,CO,Colorado,8,2011,84.25586,84.59409,88.84081,90.1226,77.38615,83.2308,85.83884,88.37206,146505,178849,201570,228201,150521,172636,195062,220361
8,CO,Colorado,8,2012,84.70289,86.0955,88.19499,88.84798,79.33415,81.85521,85.67599,87.60728,146168,178817,202223,228696,151244,172538,194824,220764
8,CO,Colorado,8,2013,83.90717,87.25705,86.21397,90.1394,79.91767,83.22358,86.54163,87.94423,148901,179094,201481,228592,158043,174280,195261,220382
8,CO,Colorado,8,2014,85.41083,85.48463,88.62149,91.01421,79.10166,83.7235,85.85289,89.06668,148951,172116,190689,218424,155229,168904,187107,211564
9,CT,Connecticut,9,2001,80.94297,81.69186,83.86779,87.33091,77.14854,80.64763,81.74989,86.71552,77691,108895,138728,205612,75422,99856,133183,199077
9,CT,Connecticut,9,2002,81.43682,84.26669,82.55501,86.81801,77.60855,80.64361,83.0454,84.52221,80440,111754,141263,208404,76907,102479,136252,202218
9,CT,Connecticut,9,2003,81.50548,81.81618,84.32301,87.85806,75.61568,77.68404,81.40205,84.5419,83311,113816,143450,213034,79305,104752,137776,206847
9,CT,Connecticut,9,2004,81.78649,85.12491,84.05196,87.33045,76.83268,79.4806,82.25728,85.63991,85004,116094,146398,215371,81413,107216,139617,208382
9,CT,Connecticut,9,2005,82.45383,84.55685,85.41956,87.99112,75.67301,79.68725,84.30605,86.34507,87096,117105,147511,216986,83190,107459,141207,209378
9,CT,Connecticut,9,2006,81.92362,85.08817,87.53729,87.19093,76.85306,81.66052,83.37617,85.93323,89724,118243,148950,219145,85367,108745,142561,210654
9,CT,Connecticut,9,2007,83.11423,85.46641,85.21487,87.24079,78.10685,81.56452,85.37317,86.51333,89814,118864,149075,218169,86165,109323,142400,209072
9,CT,Connecticut,9,2008,85.24612,86.13556,87.74176,87.36353,76.86417,81.50337,83.80618,86.77879,90824,120154,150845,218844,87705,110416,143047,208656
9,CT,Connecticut,9,2009,81.70945,85.06224,86.21206,89.04815,77.31055,82.00468,84.29549,85.69382,92122,120475,151879,223809,88461,110448,144055,212726
9,CT,Connecticut,9,2010,85.25336,85.83199,88.61382,87.82717,76.71847,80.68194,80.94553,87.52226,91758,120645,151337,222839,88589,110589,142345,211911
9,CT,Connecticut,9,2011,84.8504,84.4096,88.9097,90.06852,77.31662,80.95921,83.09927,86.90381,92758,119263,150567,220376,89970,109304,140609,208545
9,CT,Connecticut,9,2012,84.05132,84.98638,85.49506,89.29198,78.45058,81.68969,85.86201,87.65134,92846,120561,149471,218773,90023,110203,139137,207340
9,CT,Connecticut,9,2013,84.22398,87.16206,88.94286,89.13226,76.99184,80.8199,84.08941,86.93657,93770,118209,147052,215631,91267,107989,136848,203704
9,CT,Connecticut,9,2014,82.70944,85.93011,88.54605,89.08057,78.78583,82.88999,86.49957,87.27146,94034,113037,141176,203028,90439,103623,129383,192849
10,DE,Delaware,10,2001,75.90427,82.87727,84.58412,85.35828,71.84631,78.4136,78.43252,82.43253,23869,28251,30411,34386,21447,25421,29673,33159
10,DE,Delaware,10,2002,79.07294,85.69777,82.9754,78.54927,73.85744,81.7664,84.94247,83.54671,24929,29828,31750,34648,22354,26763,30853,33085
10,DE,Delaware,10,2003,83.21439,86.00034,88.2541,90.07308,73.61411,78.0246,82.10932,86.123,25653,30816,32650,35405,23158,27878,31452,33908
10,DE,Delaware,10,2004,81.78648,84.15856,86.64731,90.02242,75.6794,79.93499,81.10489,84.23871,26552,31445,33457,36513,23804,28389,32145,34726
10,DE,Delaware,10,2005,80.26611,85.34707,89.14333,84.62314,75.9644,75.2036,81.2794,86.49953,26929,32406,34101,37295,24167,28873,32711,35647
10,DE,Delaware,10,2006,83.81644,82.86581,85.98019,86.04171,73.80779,80.46772,82.2617,87.57249,27619,33174,34919,37501,24636,29877,33180,35956
10,DE,Delaware,10,2007,85.37689,86.59164,86.33797,86.68591,74.42089,76.83425,83.54256,87.5596,28139,34011,35530,37738,25287,30180,33923,35894
10,DE,Delaware,10,2008,82.23717,82.34842,83.5419,91.21483,75.616,83.9045,83.17599,83.89041,28765,34600,36377,38031,25820,30485,34597,36114
10,DE,Delaware,10,2009,80.30521,84.75533,86.68475,91.48447,75.02267,82.49374,85.17233,84.5994,29142,35509,37467,38424,26646,30941,35501,36160
10,DE,Delaware,10,2010,83.58229,85.72704,85.57198,87.69533,75.467,81.13228,84.05001,88.18822,29613,35782,37312,37669,27122,31329,35191,35475
10,DE,Delaware,10,2011,84.50118,85.78827,85.91126,88.00898,75.72566,81.93575,82.93971,88.1264,28867,35485,37081,37939,27125,30687,34342,35908
10,DE,Delaware,10,2012,81.85692,85.18704,86.28471,86.09067,74.5851,80.01826,86.27074,87.97174,29457,35927,37145,37133,27357,31421,34208,34860
10,DE,Delaware,10,2013,81.08197,83.39102,85.01645,88.2337,73.2763,79.3387,83.53403,83.15005,29574,35689,36911,36594,28021,31343,33727,34361
10,DE,Delaware,10,2014,81.20181,82.48046,87.96854,89.91255,75.1665,82.29462,83.97218,87.93895,29043,34224,35563,36113,27901,29984,32155,33102
